packet_index,label,src_ip,dst_ip,protocol
4479,http_flood,10.0.0.1,10.0.0.50,TCP
4480,http_flood,10.0.0.1,10.0.0.50,TCP
4481,http_flood,10.0.0.1,10.0.0.50,TCP
4482,http_flood,10.0.0.1,10.0.0.50,TCP
4483,http_flood,10.0.0.1,10.0.0.50,TCP
4484,http_flood,10.0.0.1,10.0.0.50,TCP
4485,http_flood,10.0.0.1,10.0.0.50,TCP
4486,http_flood,10.0.0.1,10.0.0.50,TCP
4487,http_flood,10.0.0.1,10.0.0.50,TCP
4488,http_flood,10.0.0.1,10.0.0.50,TCP
4489,http_flood,10.0.0.1,10.0.0.50,TCP
4490,http_flood,10.0.0.1,10.0.0.50,TCP
4491,http_flood,10.0.0.1,10.0.0.50,TCP
4492,http_flood,10.0.0.1,10.0.0.50,TCP
4493,http_flood,10.0.0.1,10.0.0.50,TCP
4494,http_flood,10.0.0.1,10.0.0.50,TCP
4495,http_flood,10.0.0.1,10.0.0.50,TCP
4496,http_flood,10.0.0.1,10.0.0.50,TCP
4497,http_flood,10.0.0.1,10.0.0.50,TCP
4498,http_flood,10.0.0.1,10.0.0.50,TCP
4499,http_flood,10.0.0.1,10.0.0.50,TCP
4500,http_flood,10.0.0.1,10.0.0.50,TCP
4501,http_flood,10.0.0.1,10.0.0.50,TCP
4502,http_flood,10.0.0.1,10.0.0.50,TCP
4503,http_flood,10.0.0.1,10.0.0.50,TCP
4504,http_flood,10.0.0.1,10.0.0.50,TCP
4505,http_flood,10.0.0.1,10.0.0.50,TCP
4506,http_flood,10.0.0.1,10.0.0.50,TCP
4507,http_flood,10.0.0.1,10.0.0.50,TCP
4508,http_flood,10.0.0.1,10.0.0.50,TCP
4509,syn_flood,10.16.117.37,10.0.0.50,TCP
4510,syn_flood,10.139.117.189,10.0.0.50,TCP
4511,syn_flood,172.29.62.8,10.0.0.50,TCP
4512,syn_flood,10.83.201.72,10.0.0.50,TCP
4513,syn_flood,10.66.123.82,10.0.0.50,TCP
4514,syn_flood,172.18.139.27,10.0.0.50,TCP
4515,syn_flood,10.56.124.233,10.0.0.50,TCP
4516,syn_flood,172.22.28.85,10.0.0.50,TCP
4517,syn_flood,10.254.32.254,10.0.0.50,TCP
4518,syn_flood,10.204.60.214,10.0.0.50,TCP
4519,syn_flood,192.168.126.162,10.0.0.50,TCP
4520,syn_flood,192.168.134.7,10.0.0.50,TCP
4521,syn_flood,192.168.108.92,10.0.0.50,TCP
4522,syn_flood,172.26.55.54,10.0.0.50,TCP
4523,syn_flood,10.53.159.94,10.0.0.50,TCP
4524,syn_flood,10.167.93.3,10.0.0.50,TCP
4525,syn_flood,10.157.207.59,10.0.0.50,TCP
4526,syn_flood,172.31.203.181,10.0.0.50,TCP
4527,syn_flood,192.168.121.197,10.0.0.50,TCP
4528,syn_flood,192.168.53.229,10.0.0.50,TCP
4529,syn_flood,10.81.54.207,10.0.0.50,TCP
4530,syn_flood,172.19.22.147,10.0.0.50,TCP
4531,syn_flood,10.155.8.13,10.0.0.50,TCP
4532,syn_flood,172.23.186.10,10.0.0.50,TCP
4533,syn_flood,10.122.117.187,10.0.0.50,TCP
4534,syn_flood,10.150.186.231,10.0.0.50,TCP
4535,syn_flood,192.168.111.166,10.0.0.50,TCP
4536,syn_flood,192.168.185.37,10.0.0.50,TCP
4537,syn_flood,192.168.229.9,10.0.0.50,TCP
4538,syn_flood,172.20.120.154,10.0.0.50,TCP
4539,syn_flood,10.207.70.98,10.0.0.50,TCP
4540,syn_flood,172.25.75.201,10.0.0.50,TCP
4541,syn_flood,192.168.107.67,10.0.0.50,TCP
4542,syn_flood,192.168.26.206,10.0.0.50,TCP
4543,syn_flood,192.168.175.185,10.0.0.50,TCP
4544,syn_flood,172.31.54.251,10.0.0.50,TCP
4545,syn_flood,192.168.206.201,10.0.0.50,TCP
4546,syn_flood,172.27.45.62,10.0.0.50,TCP
4547,syn_flood,10.21.78.133,10.0.0.50,TCP
4548,syn_flood,192.168.20.17,10.0.0.50,TCP
4549,syn_flood,172.17.81.227,10.0.0.50,TCP
4550,syn_flood,172.26.244.63,10.0.0.50,TCP
4551,syn_flood,172.18.162.200,10.0.0.50,TCP
4552,syn_flood,192.168.120.188,10.0.0.50,TCP
4553,syn_flood,10.20.217.60,10.0.0.50,TCP
4554,syn_flood,192.168.190.42,10.0.0.50,TCP
4555,syn_flood,10.80.138.124,10.0.0.50,TCP
4556,syn_flood,10.44.162.167,10.0.0.50,TCP
4557,syn_flood,10.12.158.5,10.0.0.50,TCP
4558,syn_flood,10.236.79.216,10.0.0.50,TCP
4559,syn_flood,10.254.27.120,10.0.0.50,TCP
4560,syn_flood,192.168.138.237,10.0.0.50,TCP
4561,syn_flood,10.125.238.157,10.0.0.50,TCP
4562,http_flood,10.0.0.50,10.0.0.3,TCP
4563,http_flood,10.0.0.50,10.0.0.3,TCP
4564,http_flood,10.0.0.50,10.0.0.3,TCP
4565,http_flood,10.0.0.50,10.0.0.3,TCP
4566,http_flood,10.0.0.50,10.0.0.3,TCP
4567,http_flood,10.0.0.50,10.0.0.3,TCP
4568,http_flood,10.0.0.1,10.0.0.50,TCP
4569,http_flood,10.0.0.1,10.0.0.50,TCP
4570,http_flood,10.0.0.1,10.0.0.50,TCP
4571,http_flood,10.0.0.1,10.0.0.50,TCP
4572,http_flood,10.0.0.1,10.0.0.50,TCP
4573,http_flood,10.0.0.1,10.0.0.50,TCP
4574,http_flood,10.0.0.3,10.0.0.50,TCP
4575,http_flood,10.0.0.3,10.0.0.50,TCP
4576,http_flood,10.0.0.3,10.0.0.50,TCP
4577,http_flood,10.0.0.3,10.0.0.50,TCP
4578,http_flood,10.0.0.3,10.0.0.50,TCP
4579,http_flood,10.0.0.3,10.0.0.50,TCP
4580,http_flood,10.0.0.3,10.0.0.50,TCP
4581,http_flood,10.0.0.3,10.0.0.50,TCP
4582,http_flood,10.0.0.3,10.0.0.50,TCP
4583,http_flood,10.0.0.3,10.0.0.50,TCP
4584,normal,10.0.0.4,10.0.0.50,TCP
4585,http_flood,10.0.0.3,10.0.0.50,TCP
4586,http_flood,10.0.0.3,10.0.0.50,TCP
4587,normal,10.0.0.4,10.0.0.50,TCP
4588,syn_flood,10.241.180.138,10.0.0.50,TCP
4589,syn_flood,192.168.77.165,10.0.0.50,TCP
4590,syn_flood,172.23.125.250,10.0.0.50,TCP
4591,syn_flood,172.17.123.126,10.0.0.50,TCP
4592,syn_flood,172.31.219.232,10.0.0.50,TCP
4593,syn_flood,10.11.244.253,10.0.0.50,TCP
4594,syn_flood,192.168.84.239,10.0.0.50,TCP
4595,syn_flood,172.21.207.15,10.0.0.50,TCP
4596,syn_flood,10.107.186.88,10.0.0.50,TCP
4597,syn_flood,172.31.253.48,10.0.0.50,TCP
4598,syn_flood,192.168.11.144,10.0.0.50,TCP
4599,syn_flood,10.151.4.4,10.0.0.50,TCP
4600,syn_flood,192.168.245.139,10.0.0.50,TCP
4601,syn_flood,192.168.230.252,10.0.0.50,TCP
4602,syn_flood,192.168.222.38,10.0.0.50,TCP
4603,syn_flood,192.168.29.29,10.0.0.50,TCP
4604,syn_flood,172.19.6.96,10.0.0.50,TCP
4605,syn_flood,192.168.94.181,10.0.0.50,TCP
4606,syn_flood,192.168.58.158,10.0.0.50,TCP
4607,syn_flood,10.173.70.49,10.0.0.50,TCP
4608,syn_flood,192.168.109.134,10.0.0.50,TCP
4609,syn_flood,10.16.154.10,10.0.0.50,TCP
4610,syn_flood,192.168.153.69,10.0.0.50,TCP
4611,syn_flood,172.25.4.172,10.0.0.50,TCP
4612,syn_flood,192.168.214.155,10.0.0.50,TCP
4613,syn_flood,172.27.69.171,10.0.0.50,TCP
4614,syn_flood,192.168.154.98,10.0.0.50,TCP
4615,syn_flood,172.22.160.184,10.0.0.50,TCP
4616,syn_flood,172.23.76.86,10.0.0.50,TCP
4617,syn_flood,172.22.86.202,10.0.0.50,TCP
4618,syn_flood,172.23.160.176,10.0.0.50,TCP
4619,syn_flood,10.219.80.144,10.0.0.50,TCP
4620,syn_flood,192.168.165.206,10.0.0.50,TCP
4621,syn_flood,10.183.22.173,10.0.0.50,TCP
4622,syn_flood,172.31.232.31,10.0.0.50,TCP
4623,syn_flood,10.119.75.91,10.0.0.50,TCP
4624,syn_flood,172.16.229.43,10.0.0.50,TCP
4625,syn_flood,10.29.112.9,10.0.0.50,TCP
4626,syn_flood,172.23.120.201,10.0.0.50,TCP
4627,syn_flood,192.168.240.188,10.0.0.50,TCP
4628,syn_flood,192.168.67.238,10.0.0.50,TCP
4629,syn_flood,192.168.138.34,10.0.0.50,TCP
4630,syn_flood,10.69.21.12,10.0.0.50,TCP
4631,syn_flood,192.168.201.57,10.0.0.50,TCP
4632,syn_flood,172.20.251.37,10.0.0.50,TCP
4633,syn_flood,172.23.5.67,10.0.0.50,TCP
4634,syn_flood,10.20.58.235,10.0.0.50,TCP
4635,syn_flood,192.168.68.101,10.0.0.50,TCP
4636,syn_flood,10.179.12.164,10.0.0.50,TCP
4637,syn_flood,192.168.218.190,10.0.0.50,TCP
4638,syn_flood,10.127.95.106,10.0.0.50,TCP
4639,syn_flood,172.22.139.141,10.0.0.50,TCP
4640,syn_flood,192.168.161.145,10.0.0.50,TCP
4641,syn_flood,172.25.247.28,10.0.0.50,TCP
4642,http_flood,10.0.0.50,10.0.0.3,TCP
4643,http_flood,10.0.0.50,10.0.0.3,TCP
4644,http_flood,10.0.0.50,10.0.0.3,TCP
4645,http_flood,10.0.0.50,10.0.0.3,TCP
4646,http_flood,10.0.0.50,10.0.0.3,TCP
4647,http_flood,10.0.0.50,10.0.0.3,TCP
4648,http_flood,10.0.0.50,10.0.0.3,TCP
4649,normal,10.0.0.4,10.0.0.50,TCP
4650,http_flood,10.0.0.3,10.0.0.50,TCP
4651,http_flood,10.0.0.3,10.0.0.50,TCP
4652,http_flood,10.0.0.3,10.0.0.50,TCP
4653,http_flood,10.0.0.3,10.0.0.50,TCP
4654,http_flood,10.0.0.3,10.0.0.50,TCP
4655,http_flood,10.0.0.3,10.0.0.50,TCP
4656,http_flood,10.0.0.3,10.0.0.50,TCP
4657,http_flood,10.0.0.3,10.0.0.50,TCP
4658,http_flood,10.0.0.3,10.0.0.50,TCP
4659,http_flood,10.0.0.3,10.0.0.50,TCP
4660,http_flood,10.0.0.3,10.0.0.50,TCP
4661,http_flood,10.0.0.3,10.0.0.50,TCP
4662,http_flood,10.0.0.3,10.0.0.50,TCP
4663,http_flood,10.0.0.1,10.0.0.50,TCP
4664,http_flood,10.0.0.1,10.0.0.50,TCP
4665,http_flood,10.0.0.1,10.0.0.50,TCP
4666,http_flood,10.0.0.1,10.0.0.50,TCP
4667,http_flood,10.0.0.1,10.0.0.50,TCP
4668,http_flood,10.0.0.1,10.0.0.50,TCP
4669,syn_flood,172.29.202.156,10.0.0.50,TCP
4670,syn_flood,172.18.38.127,10.0.0.50,TCP
4671,syn_flood,192.168.66.236,10.0.0.50,TCP
4672,syn_flood,192.168.190.207,10.0.0.50,TCP
4673,syn_flood,10.102.78.218,10.0.0.50,TCP
4674,syn_flood,172.23.7.116,10.0.0.50,TCP
4675,syn_flood,172.23.192.41,10.0.0.50,TCP
4676,syn_flood,10.212.188.168,10.0.0.50,TCP
4677,syn_flood,10.60.86.212,10.0.0.50,TCP
4678,syn_flood,192.168.44.224,10.0.0.50,TCP
4679,syn_flood,10.181.209.78,10.0.0.50,TCP
4680,syn_flood,10.86.73.66,10.0.0.50,TCP
4681,syn_flood,10.253.92.118,10.0.0.50,TCP
4682,syn_flood,172.29.159.75,10.0.0.50,TCP
4683,syn_flood,10.29.90.9,10.0.0.50,TCP
4684,syn_flood,10.186.27.243,10.0.0.50,TCP
4685,syn_flood,172.20.51.19,10.0.0.50,TCP
4686,syn_flood,192.168.1.184,10.0.0.50,TCP
4687,syn_flood,172.19.131.44,10.0.0.50,TCP
4688,syn_flood,10.142.20.236,10.0.0.50,TCP
4689,syn_flood,192.168.31.159,10.0.0.50,TCP
4690,syn_flood,192.168.12.208,10.0.0.50,TCP
4691,syn_flood,192.168.86.160,10.0.0.50,TCP
4692,syn_flood,192.168.42.214,10.0.0.50,TCP
4693,syn_flood,192.168.125.93,10.0.0.50,TCP
4694,syn_flood,172.29.105.241,10.0.0.50,TCP
4695,syn_flood,172.21.72.180,10.0.0.50,TCP
4696,syn_flood,172.16.173.215,10.0.0.50,TCP
4697,syn_flood,192.168.176.37,10.0.0.50,TCP
4698,syn_flood,172.25.252.198,10.0.0.50,TCP
4699,syn_flood,10.196.227.125,10.0.0.50,TCP
4700,syn_flood,10.18.246.180,10.0.0.50,TCP
4701,syn_flood,192.168.151.251,10.0.0.50,TCP
4702,syn_flood,10.255.63.194,10.0.0.50,TCP
4703,syn_flood,192.168.101.134,10.0.0.50,TCP
4704,syn_flood,10.11.113.84,10.0.0.50,TCP
4705,syn_flood,10.173.167.22,10.0.0.50,TCP
4706,syn_flood,172.30.166.76,10.0.0.50,TCP
4707,syn_flood,192.168.151.246,10.0.0.50,TCP
4708,syn_flood,192.168.98.25,10.0.0.50,TCP
4709,syn_flood,172.21.117.147,10.0.0.50,TCP
4710,syn_flood,172.31.40.217,10.0.0.50,TCP
4711,syn_flood,10.99.240.194,10.0.0.50,TCP
4712,syn_flood,172.31.184.215,10.0.0.50,TCP
4713,syn_flood,10.154.127.23,10.0.0.50,TCP
4714,syn_flood,10.140.155.7,10.0.0.50,TCP
4715,syn_flood,10.104.31.127,10.0.0.50,TCP
4716,syn_flood,10.137.195.243,10.0.0.50,TCP
4717,syn_flood,10.222.35.187,10.0.0.50,TCP
4718,syn_flood,172.24.216.93,10.0.0.50,TCP
4719,syn_flood,192.168.175.158,10.0.0.50,TCP
4720,syn_flood,172.24.29.18,10.0.0.50,TCP
4721,syn_flood,172.31.109.188,10.0.0.50,TCP
4722,syn_flood,172.25.26.174,10.0.0.50,TCP
4723,normal,10.0.0.4,10.0.0.50,TCP
4724,http_flood,10.0.0.50,10.0.0.3,TCP
4725,http_flood,10.0.0.50,10.0.0.3,TCP
4726,http_flood,10.0.0.50,10.0.0.3,TCP
4727,http_flood,10.0.0.50,10.0.0.3,TCP
4728,http_flood,10.0.0.50,10.0.0.3,TCP
4729,http_flood,10.0.0.50,10.0.0.3,TCP
4730,http_flood,10.0.0.3,10.0.0.50,TCP
4731,http_flood,10.0.0.3,10.0.0.50,TCP
4732,http_flood,10.0.0.3,10.0.0.50,TCP
4733,http_flood,10.0.0.3,10.0.0.50,TCP
4734,http_flood,10.0.0.3,10.0.0.50,TCP
4735,http_flood,10.0.0.3,10.0.0.50,TCP
4736,http_flood,10.0.0.3,10.0.0.50,TCP
4737,http_flood,10.0.0.1,10.0.0.50,TCP
4738,http_flood,10.0.0.3,10.0.0.50,TCP
4739,http_flood,10.0.0.1,10.0.0.50,TCP
4740,http_flood,10.0.0.3,10.0.0.50,TCP
4741,http_flood,10.0.0.1,10.0.0.50,TCP
4742,http_flood,10.0.0.3,10.0.0.50,TCP
4743,http_flood,10.0.0.1,10.0.0.50,TCP
4744,http_flood,10.0.0.3,10.0.0.50,TCP
4745,http_flood,10.0.0.1,10.0.0.50,TCP
4746,http_flood,10.0.0.3,10.0.0.50,TCP
4747,http_flood,10.0.0.1,10.0.0.50,TCP
4748,http_flood,10.0.0.3,10.0.0.50,TCP
4749,http_flood,10.0.0.1,10.0.0.50,TCP
4750,syn_flood,192.168.29.223,10.0.0.50,TCP
4751,syn_flood,192.168.178.113,10.0.0.50,TCP
4752,syn_flood,172.23.140.85,10.0.0.50,TCP
4753,syn_flood,10.244.104.5,10.0.0.50,TCP
4754,syn_flood,10.244.251.206,10.0.0.50,TCP
4755,syn_flood,172.30.235.35,10.0.0.50,TCP
4756,syn_flood,192.168.85.217,10.0.0.50,TCP
4757,syn_flood,10.62.142.37,10.0.0.50,TCP
4758,syn_flood,172.29.180.217,10.0.0.50,TCP
4759,syn_flood,172.24.254.242,10.0.0.50,TCP
4760,syn_flood,192.168.26.41,10.0.0.50,TCP
4761,syn_flood,192.168.26.193,10.0.0.50,TCP
4762,syn_flood,10.169.18.193,10.0.0.50,TCP
4763,syn_flood,10.44.57.185,10.0.0.50,TCP
4764,syn_flood,172.16.65.27,10.0.0.50,TCP
4765,syn_flood,10.179.90.226,10.0.0.50,TCP
4766,syn_flood,172.27.201.52,10.0.0.50,TCP
4767,syn_flood,172.16.204.161,10.0.0.50,TCP
4768,syn_flood,172.22.23.197,10.0.0.50,TCP
4769,syn_flood,172.21.180.139,10.0.0.50,TCP
4770,syn_flood,10.77.205.97,10.0.0.50,TCP
4771,syn_flood,172.28.195.44,10.0.0.50,TCP
4772,syn_flood,10.129.85.247,10.0.0.50,TCP
4773,syn_flood,192.168.105.6,10.0.0.50,TCP
4774,syn_flood,172.20.193.173,10.0.0.50,TCP
4775,syn_flood,192.168.49.143,10.0.0.50,TCP
4776,syn_flood,10.112.191.119,10.0.0.50,TCP
4777,syn_flood,192.168.11.159,10.0.0.50,TCP
4778,syn_flood,172.26.99.115,10.0.0.50,TCP
4779,syn_flood,192.168.73.71,10.0.0.50,TCP
4780,syn_flood,172.16.9.217,10.0.0.50,TCP
4781,syn_flood,192.168.194.36,10.0.0.50,TCP
4782,syn_flood,192.168.122.70,10.0.0.50,TCP
4783,syn_flood,172.21.82.140,10.0.0.50,TCP
4784,syn_flood,10.217.59.206,10.0.0.50,TCP
4785,syn_flood,192.168.108.105,10.0.0.50,TCP
4786,syn_flood,192.168.252.116,10.0.0.50,TCP
4787,syn_flood,172.27.167.69,10.0.0.50,TCP
4788,syn_flood,192.168.176.147,10.0.0.50,TCP
4789,syn_flood,192.168.54.133,10.0.0.50,TCP
4790,syn_flood,192.168.0.224,10.0.0.50,TCP
4791,syn_flood,10.128.147.127,10.0.0.50,TCP
4792,syn_flood,192.168.254.147,10.0.0.50,TCP
4793,syn_flood,172.29.66.243,10.0.0.50,TCP
4794,syn_flood,172.28.53.79,10.0.0.50,TCP
4795,syn_flood,172.24.34.150,10.0.0.50,TCP
4796,syn_flood,10.121.16.239,10.0.0.50,TCP
4797,syn_flood,10.49.153.234,10.0.0.50,TCP
4798,syn_flood,192.168.33.173,10.0.0.50,TCP
4799,syn_flood,192.168.1.30,10.0.0.50,TCP
4800,syn_flood,192.168.204.234,10.0.0.50,TCP
4801,syn_flood,10.213.74.7,10.0.0.50,TCP
4802,syn_flood,172.23.106.130,10.0.0.50,TCP
4803,syn_flood,172.17.250.210,10.0.0.50,TCP
4804,http_flood,10.0.0.1,10.0.0.50,TCP
4805,http_flood,10.0.0.1,10.0.0.50,TCP
4806,http_flood,10.0.0.1,10.0.0.50,TCP
4807,http_flood,10.0.0.1,10.0.0.50,TCP
4808,http_flood,10.0.0.1,10.0.0.50,TCP
4809,http_flood,10.0.0.1,10.0.0.50,TCP
4810,http_flood,10.0.0.1,10.0.0.50,TCP
4811,http_flood,10.0.0.1,10.0.0.50,TCP
4812,http_flood,10.0.0.1,10.0.0.50,TCP
4813,http_flood,10.0.0.1,10.0.0.50,TCP
4814,http_flood,10.0.0.1,10.0.0.50,TCP
4815,http_flood,10.0.0.1,10.0.0.50,TCP
4816,http_flood,10.0.0.50,10.0.0.3,TCP
4817,http_flood,10.0.0.50,10.0.0.3,TCP
4818,http_flood,10.0.0.50,10.0.0.3,TCP
4819,http_flood,10.0.0.50,10.0.0.3,TCP
4820,http_flood,10.0.0.50,10.0.0.3,TCP
4821,http_flood,10.0.0.50,10.0.0.3,TCP
4822,normal,10.0.0.4,10.0.0.50,TCP
4823,normal,10.0.0.4,10.0.0.50,TCP
4824,normal,10.0.0.4,10.0.0.50,TCP
4825,http_flood,10.0.0.3,10.0.0.50,TCP
4826,http_flood,10.0.0.3,10.0.0.50,TCP
4827,http_flood,10.0.0.3,10.0.0.50,TCP
4828,http_flood,10.0.0.3,10.0.0.50,TCP
4829,http_flood,10.0.0.3,10.0.0.50,TCP
4830,http_flood,10.0.0.3,10.0.0.50,TCP
4831,http_flood,10.0.0.3,10.0.0.50,TCP
4832,http_flood,10.0.0.3,10.0.0.50,TCP
4833,http_flood,10.0.0.3,10.0.0.50,TCP
4834,http_flood,10.0.0.3,10.0.0.50,TCP
4835,http_flood,10.0.0.3,10.0.0.50,TCP
4836,http_flood,10.0.0.3,10.0.0.50,TCP
4837,http_flood,10.0.0.3,10.0.0.50,TCP
4838,http_flood,10.0.0.3,10.0.0.50,TCP
4839,http_flood,10.0.0.3,10.0.0.50,TCP
4840,http_flood,10.0.0.3,10.0.0.50,TCP
4841,http_flood,10.0.0.3,10.0.0.50,TCP
4842,http_flood,10.0.0.3,10.0.0.50,TCP
4843,http_flood,10.0.0.3,10.0.0.50,TCP
4844,syn_flood,10.121.38.145,10.0.0.50,TCP
4845,syn_flood,10.19.239.208,10.0.0.50,TCP
4846,syn_flood,10.157.107.180,10.0.0.50,TCP
4847,syn_flood,172.26.111.219,10.0.0.50,TCP
4848,syn_flood,192.168.211.111,10.0.0.50,TCP
4849,syn_flood,192.168.12.45,10.0.0.50,TCP
4850,syn_flood,10.72.98.97,10.0.0.50,TCP
4851,syn_flood,192.168.176.119,10.0.0.50,TCP
4852,syn_flood,172.27.195.184,10.0.0.50,TCP
4853,syn_flood,172.29.87.83,10.0.0.50,TCP
4854,syn_flood,172.18.50.144,10.0.0.50,TCP
4855,syn_flood,192.168.191.85,10.0.0.50,TCP
4856,syn_flood,172.29.152.61,10.0.0.50,TCP
4857,syn_flood,172.24.110.171,10.0.0.50,TCP
4858,syn_flood,192.168.247.152,10.0.0.50,TCP
4859,syn_flood,192.168.55.145,10.0.0.50,TCP
4860,syn_flood,10.40.162.67,10.0.0.50,TCP
4861,syn_flood,172.17.51.3,10.0.0.50,TCP
4862,syn_flood,172.24.53.51,10.0.0.50,TCP
4863,syn_flood,10.221.220.66,10.0.0.50,TCP
4864,syn_flood,10.124.34.92,10.0.0.50,TCP
4865,syn_flood,192.168.91.213,10.0.0.50,TCP
4866,syn_flood,172.27.144.154,10.0.0.50,TCP
4867,syn_flood,192.168.239.187,10.0.0.50,TCP
4868,syn_flood,192.168.119.156,10.0.0.50,TCP
4869,syn_flood,172.31.18.186,10.0.0.50,TCP
4870,syn_flood,172.24.87.168,10.0.0.50,TCP
4871,syn_flood,10.87.130.114,10.0.0.50,TCP
4872,syn_flood,172.29.168.126,10.0.0.50,TCP
4873,syn_flood,192.168.158.55,10.0.0.50,TCP
4874,syn_flood,10.128.63.195,10.0.0.50,TCP
4875,syn_flood,10.42.240.91,10.0.0.50,TCP
4876,syn_flood,172.21.52.253,10.0.0.50,TCP
4877,syn_flood,192.168.180.35,10.0.0.50,TCP
4878,syn_flood,10.53.126.70,10.0.0.50,TCP
4879,syn_flood,10.56.54.39,10.0.0.50,TCP
4880,syn_flood,10.178.64.42,10.0.0.50,TCP
4881,syn_flood,172.19.164.17,10.0.0.50,TCP
4882,syn_flood,10.229.195.42,10.0.0.50,TCP
4883,syn_flood,192.168.227.215,10.0.0.50,TCP
4884,syn_flood,192.168.156.120,10.0.0.50,TCP
4885,syn_flood,192.168.160.186,10.0.0.50,TCP
4886,syn_flood,192.168.142.234,10.0.0.50,TCP
4887,syn_flood,10.209.192.144,10.0.0.50,TCP
4888,syn_flood,10.137.69.117,10.0.0.50,TCP
4889,syn_flood,172.21.71.116,10.0.0.50,TCP
4890,syn_flood,172.23.250.39,10.0.0.50,TCP
4891,syn_flood,192.168.50.137,10.0.0.50,TCP
4892,syn_flood,192.168.129.205,10.0.0.50,TCP
4893,syn_flood,192.168.59.45,10.0.0.50,TCP
4894,syn_flood,172.31.76.233,10.0.0.50,TCP
4895,syn_flood,172.22.87.9,10.0.0.50,TCP
4896,syn_flood,192.168.245.195,10.0.0.50,TCP
4897,http_flood,10.0.0.50,10.0.0.3,TCP
4898,http_flood,10.0.0.50,10.0.0.3,TCP
4899,http_flood,10.0.0.50,10.0.0.3,TCP
4900,http_flood,10.0.0.50,10.0.0.3,TCP
4901,http_flood,10.0.0.50,10.0.0.3,TCP
4902,http_flood,10.0.0.50,10.0.0.3,TCP
4903,http_flood,10.0.0.1,10.0.0.50,TCP
4904,http_flood,10.0.0.1,10.0.0.50,TCP
4905,http_flood,10.0.0.1,10.0.0.50,TCP
4906,http_flood,10.0.0.1,10.0.0.50,TCP
4907,http_flood,10.0.0.1,10.0.0.50,TCP
4908,http_flood,10.0.0.1,10.0.0.50,TCP
4909,http_flood,10.0.0.1,10.0.0.50,TCP
4910,http_flood,10.0.0.1,10.0.0.50,TCP
4911,http_flood,10.0.0.1,10.0.0.50,TCP
4912,http_flood,10.0.0.1,10.0.0.50,TCP
4913,http_flood,10.0.0.1,10.0.0.50,TCP
4914,http_flood,10.0.0.1,10.0.0.50,TCP
4915,syn_flood,10.179.63.114,10.0.0.50,TCP
4916,http_flood,10.0.0.3,10.0.0.50,TCP
4917,http_flood,10.0.0.3,10.0.0.50,TCP
4918,http_flood,10.0.0.3,10.0.0.50,TCP
4919,http_flood,10.0.0.3,10.0.0.50,TCP
4920,http_flood,10.0.0.3,10.0.0.50,TCP
4921,http_flood,10.0.0.3,10.0.0.50,TCP
4922,http_flood,10.0.0.3,10.0.0.50,TCP
4923,http_flood,10.0.0.3,10.0.0.50,TCP
4924,http_flood,10.0.0.3,10.0.0.50,TCP
4925,http_flood,10.0.0.3,10.0.0.50,TCP
4926,http_flood,10.0.0.3,10.0.0.50,TCP
4927,http_flood,10.0.0.3,10.0.0.50,TCP
4928,http_flood,10.0.0.3,10.0.0.50,TCP
4929,http_flood,10.0.0.3,10.0.0.50,TCP
4930,http_flood,10.0.0.3,10.0.0.50,TCP
4931,http_flood,10.0.0.3,10.0.0.50,TCP
4932,http_flood,10.0.0.3,10.0.0.50,TCP
4933,http_flood,10.0.0.3,10.0.0.50,TCP
4934,http_flood,10.0.0.3,10.0.0.50,TCP
4935,normal,10.0.0.4,10.0.0.50,TCP
4936,normal,10.0.0.4,10.0.0.50,TCP
4937,syn_flood,172.23.146.60,10.0.0.50,TCP
4938,syn_flood,192.168.114.113,10.0.0.50,TCP
4939,syn_flood,172.22.223.184,10.0.0.50,TCP
4940,syn_flood,172.25.113.61,10.0.0.50,TCP
4941,syn_flood,192.168.112.124,10.0.0.50,TCP
4942,syn_flood,10.212.55.137,10.0.0.50,TCP
4943,syn_flood,192.168.224.241,10.0.0.50,TCP
4944,syn_flood,10.250.0.206,10.0.0.50,TCP
4945,syn_flood,192.168.26.235,10.0.0.50,TCP
4946,syn_flood,192.168.86.187,10.0.0.50,TCP
4947,syn_flood,192.168.150.209,10.0.0.50,TCP
4948,syn_flood,192.168.146.158,10.0.0.50,TCP
4949,syn_flood,10.31.73.189,10.0.0.50,TCP
4950,syn_flood,10.203.68.193,10.0.0.50,TCP
4951,syn_flood,10.76.23.221,10.0.0.50,TCP
4952,syn_flood,192.168.60.3,10.0.0.50,TCP
4953,syn_flood,10.185.186.165,10.0.0.50,TCP
4954,syn_flood,10.13.46.220,10.0.0.50,TCP
4955,syn_flood,172.25.20.29,10.0.0.50,TCP
4956,syn_flood,192.168.112.184,10.0.0.50,TCP
4957,syn_flood,192.168.195.194,10.0.0.50,TCP
4958,syn_flood,172.25.252.189,10.0.0.50,TCP
4959,syn_flood,192.168.220.175,10.0.0.50,TCP
4960,syn_flood,192.168.115.129,10.0.0.50,TCP
4961,syn_flood,10.156.226.140,10.0.0.50,TCP
4962,syn_flood,10.20.31.178,10.0.0.50,TCP
4963,syn_flood,192.168.148.85,10.0.0.50,TCP
4964,syn_flood,192.168.209.153,10.0.0.50,TCP
4965,syn_flood,172.30.244.103,10.0.0.50,TCP
4966,syn_flood,192.168.134.104,10.0.0.50,TCP
4967,syn_flood,172.25.30.28,10.0.0.50,TCP
